iteration,r2,mae,rmse,pol_0,thole_0,pol_1,thole_1,pol_2,thole_2,pol_3,thole_3,pol_4,thole_4
1,0.86970383681344,0.00017697978382599655,0.00018259394414249196,0.00506928,1.0,0.00117968,1.0,0.000765982,1.0,0.000336925,1.0,0.000336925,1.0
2,0.8697038161440176,0.0001769799632069169,0.0001825941378388689,0.00506929,1.0,0.00117968,1.0,0.000765982,1.0,0.000336925,1.0,0.000336925,1.0
3,0.8697038367273712,0.00017697978419849058,0.00018259394452690067,0.00506928,1.00000001,0.00117968,1.0,0.000765982,1.0,0.000336925,1.0,0.000336925,1.0
4,0.869703917590372,0.00017697987965687993,0.00018259404383630002,0.00506928,1.0,0.00117969,1.0,0.000765982,1.0,0.000336925,1.0,0.000336925,1.0
5,0.869703836937041,0.00017697978389938037,0.00018259394421663838,0.00506928,1.0,0.00117968,1.00000001,0.000765982,1.0,0.000336925,1.0,0.000336925,1.0
6,0.8697038302083526,0.0001769798676616411,0.000182594032459379,0.00506928,1.0,0.00117968,1.0,0.0007659920000000001,1.0,0.000336925,1.0,0.000336925,1.0
7,0.8697038369088972,0.00017697978405661584,0.00018259394437122441,0.00506928,1.0,0.00117968,1.0,0.000765982,1.00000001,0.000336925,1.0,0.000336925,1.0
8,0.8697038283683718,0.00017697991211988983,0.0001825940797573107,0.00506928,1.0,0.00117968,1.0,0.000765982,1.0,0.000336935,1.0,0.000336925,1.0
9,0.8697038370050059,0.00017697978381419485,0.00018259394413165802,0.00506928,1.0,0.00117968,1.0,0.000765982,1.0,0.000336925,1.00000001,0.000336925,1.0
10,0.8697038566944565,0.00017697991087968943,0.00018259407930905092,0.00506928,1.0,0.00117968,1.0,0.000765982,1.0,0.000336925,1.0,0.000336935,1.0
11,0.8697038368898518,0.00017697978381172095,0.00018259394413238983,0.00506928,1.0,0.00117968,1.0,0.000765982,1.0,0.000336925,1.0,0.000336925,1.00000001
23,0.8697038458108277,0.00017697965537979773,0.00018259380837308485,0.005069279981234682,0.9999999999681393,0.0011796800043669062,1.0000000000457543,0.0007659819971645095,1.0000000000353362,0.00033692499875278057,1.0000000000709133,0.00033692500124721947,1.0000000000282858
24,0.869703825209758,0.0001769798347647438,0.00018259400206831252,0.005069289981234682,0.9999999999681393,0.0011796800043669062,1.0000000000457543,0.0007659819971645095,1.0000000000353362,0.00033692499875278057,1.0000000000709133,0.00033692500124721947,1.0000000000282858
25,0.8697038458837985,0.00017697965591186788,0.00018259380890073317,0.005069279981234682,1.0000000099681392,0.0011796800043669062,1.0000000000457543,0.0007659819971645095,1.0000000000353362,0.00033692499875278057,1.0000000000709133,0.00033692500124721947,1.0000000000282858
26,0.8697039264485671,0.0001769797511279815,0.00018259390798691468,0.005069279981234682,0.9999999999681393,0.001179690004366906,1.0000000000457543,0.0007659819971645095,1.0000000000353362,0.00033692499875278057,1.0000000000709133,0.00033692500124721947,1.0000000000282858
27,0.8697038455254319,0.00017697965534045027,0.00018259380834880507,0.005069279981234682,0.9999999999681393,0.0011796800043669062,1.0000000100457542,0.0007659819971645095,1.0000000000353362,0.00033692499875278057,1.0000000000709133,0.00033692500124721947,1.0000000000282858
28,0.8697038388186109,0.00017697973930135377,0.00018259389677938937,0.005069279981234682,0.9999999999681393,0.0011796800043669062,1.0000000000457543,0.0007659919971645095,1.0000000000353362,0.00033692499875278057,1.0000000000709133,0.00033692500124721947,1.0000000000282858
29,0.8697038458555432,0.00017697965565645116,0.00018259380864571706,0.005069279981234682,0.9999999999681393,0.0011796800043669062,1.0000000000457543,0.0007659819971645095,1.0000000100353361,0.00033692499875278057,1.0000000000709133,0.00033692500124721947,1.0000000000282858
30,0.86970383681344,0.00017697978382599655,0.00018259394414249196,0.005069279981234682,0.9999999999681393,0.0011796800043669062,1.0000000000457543,0.0007659819971645095,1.0000000000353362,0.00033693499875278056,1.0000000000709133,0.00033692500124721947,1.0000000000282858
31,0.8697038457141293,0.0001769796554872825,0.00018259380848391734,0.005069279981234682,0.9999999999681393,0.0011796800043669062,1.0000000000457543,0.0007659819971645095,1.0000000000353362,0.00033692499875278057,1.0000000100709132,0.00033692500124721947,1.0000000000282858
32,0.869703865383113,0.00017697978248960958,0.00018259394359683824,0.005069279981234682,0.9999999999681393,0.0011796800043669062,1.0000000000457543,0.0007659819971645095,1.0000000000353362,0.00033692499875278057,1.0000000000709133,0.00033693500124721946,1.0000000000282858
33,0.8697038458364273,0.00017697965531883128,0.00018259380831067546,0.005069279981234682,0.9999999999681393,0.0011796800043669062,1.0000000000457543,0.0007659819971645095,1.0000000000353362,0.00033692499875278057,1.0000000000709133,0.00033692500124721947,1.0000000100282858
34,0.8832047413546907,0.00013703748488026656,0.0001436092569288429,0.002534639990617341,0.9956965590209378,0.001769520002183453,1.0061800509759558,0.00038299099858225474,1.0047728599318142,0.00016846249937639028,1.0095782938074898,0.0005053875006236098,1.0038205883275808
35,0.8832046939100189,0.00013703764310534966,0.00014360938879838148,0.002534649990617341,0.9956965590209378,0.001769520002183453,1.0061800509759558,0.00038299099858225474,1.0047728599318142,0.00016846249937639028,1.0095782938074898,0.0005053875006236098,1.0038205883275808
36,0.8832047412990922,0.0001370374846086856,0.0001436092566519796,0.002534639990617341,0.9956965690209378,0.001769520002183453,1.0061800509759558,0.00038299099858225474,1.0047728599318142,0.00016846249937639028,1.0095782938074898,0.0005053875006236098,1.0038205883275808
37,0.8832048216286691,0.000137037620842569,0.0001436093663293415,0.002534639990617341,0.9956965590209378,0.001769530002183453,1.0061800509759558,0.00038299099858225474,1.0047728599318142,0.00016846249937639028,1.0095782938074898,0.0005053875006236098,1.0038205883275808
38,0.8832047409964862,0.00013703748494006348,0.0001436092569864762,0.002534639990617341,0.9956965590209378,0.001769520002183453,1.0061800609759557,0.00038299099858225474,1.0047728599318142,0.00016846249937639028,1.0095782938074898,0.0005053875006236098,1.0038205883275808
39,0.8832047408872038,0.00013703759710013437,0.00014360935370760108,0.002534639990617341,0.9956965590209378,0.001769520002183453,1.0061800509759558,0.00038300099858225474,1.0047728599318142,0.00016846249937639028,1.0095782938074898,0.0005053875006236098,1.0038205883275808
40,0.8832047416945615,0.00013703748469123047,0.00014360925672269014,0.002534639990617341,0.9956965590209378,0.001769520002183453,1.0061800509759558,0.00038299099858225474,1.0047728699318141,0.00016846249937639028,1.0095782938074898,0.0005053875006236098,1.0038205883275808
41,0.8832047257101208,0.0001370376174742021,0.00014360937375096976,0.002534639990617341,0.9956965590209378,0.001769520002183453,1.0061800509759558,0.00038299099858225474,1.0047728599318142,0.00016847249937639028,1.0095782938074898,0.0005053875006236098,1.0038205883275808
42,0.8832047412587367,0.00013703748482429156,0.00014360925687549361,0.002534639990617341,0.9956965590209378,0.001769520002183453,1.0061800509759558,0.00038299099858225474,1.0047728599318142,0.00016846249937639028,1.0095783038074897,0.0005053875006236098,1.0038205883275808
43,0.8832047158604573,0.00013703761523439645,0.00014360936760514112,0.002534639990617341,0.9956965590209378,0.001769520002183453,1.0061800509759558,0.00038299099858225474,1.0047728599318142,0.00016846249937639028,1.0095782938074898,0.0005053975006236098,1.0038205883275808
44,0.8832047413396384,0.00013703748497732318,0.00014360925701333753,0.002534639990617341,0.9956965590209378,0.001769520002183453,1.0061800509759558,0.00038299099858225474,1.0047728599318142,0.00016846249937639028,1.0095782938074898,0.0005053875006236098,1.0038205983275807
45,0.8832047413546907,0.00013703748488026656,0.0001436092569288429,0.002534639983655755,0.995696559009118,0.0017695200038034945,1.00618005099293,0.0003829909975303401,1.0047728599449233,0.00016846249891369492,1.0095782938337974,0.0005053875010863051,1.0038205883380744
46,0.8832046939100189,0.00013703764310534966,0.00014360938879838148,0.002534649983655755,0.995696559009118,0.0017695200038034945,1.00618005099293,0.0003829909975303401,1.0047728599449233,0.00016846249891369492,1.0095782938337974,0.0005053875010863051,1.0038205883380744
47,0.8832047412990922,0.0001370374846086856,0.0001436092566519796,0.002534639983655755,0.9956965690091181,0.0017695200038034945,1.00618005099293,0.0003829909975303401,1.0047728599449233,0.00016846249891369492,1.0095782938337974,0.0005053875010863051,1.0038205883380744
48,0.8832048216286691,0.000137037620842569,0.0001436093663293415,0.002534639983655755,0.995696559009118,0.0017695300038034945,1.00618005099293,0.0003829909975303401,1.0047728599449233,0.00016846249891369492,1.0095782938337974,0.0005053875010863051,1.0038205883380744
49,0.8832047409964862,0.00013703748494006348,0.0001436092569864762,0.002534639983655755,0.995696559009118,0.0017695200038034945,1.00618006099293,0.0003829909975303401,1.0047728599449233,0.00016846249891369492,1.0095782938337974,0.0005053875010863051,1.0038205883380744
50,0.8832047408872038,0.00013703759710013437,0.00014360935370760108,0.002534639983655755,0.995696559009118,0.0017695200038034945,1.00618005099293,0.0003830009975303401,1.0047728599449233,0.00016846249891369492,1.0095782938337974,0.0005053875010863051,1.0038205883380744
51,0.8832047416945615,0.00013703748469123047,0.00014360925672269014,0.002534639983655755,0.995696559009118,0.0017695200038034945,1.00618005099293,0.0003829909975303401,1.0047728699449232,0.00016846249891369492,1.0095782938337974,0.0005053875010863051,1.0038205883380744
52,0.8832047257101208,0.0001370376174742021,0.00014360937375096976,0.002534639983655755,0.995696559009118,0.0017695200038034945,1.00618005099293,0.0003829909975303401,1.0047728599449233,0.0001684724989136949,1.0095782938337974,0.0005053875010863051,1.0038205883380744
53,0.8832047412587367,0.00013703748482429156,0.00014360925687549361,0.002534639983655755,0.995696559009118,0.0017695200038034945,1.00618005099293,0.0003829909975303401,1.0047728599449233,0.00016846249891369492,1.0095783038337973,0.0005053875010863051,1.0038205883380744
54,0.8832047158604573,0.00013703761523439645,0.00014360936760514112,0.002534639983655755,0.995696559009118,0.0017695200038034945,1.00618005099293,0.0003829909975303401,1.0047728599449233,0.00016846249891369492,1.0095782938337974,0.0005053975010863051,1.0038205883380744
55,0.8832047413396384,0.00013703748497732318,0.00014360925701333753,0.002534639983655755,0.995696559009118,0.0017695200038034945,1.00618005099293,0.0003829909975303401,1.0047728599449233,0.00016846249891369492,1.0095782938337974,0.0005053875010863051,1.0038205983380744
56,0.8832047413546907,0.00013703748488026656,0.0001436092569288429,0.002534639976694169,0.9956965589972983,0.001769520005423536,1.006180051009904,0.00038299099647842554,1.0047728599580321,0.00016846249845099952,1.0095782938601048,0.0005053875015490005,1.003820588348568
57,0.8832046939100189,0.00013703764310534966,0.00014360938879838148,0.002534649976694169,0.9956965589972983,0.001769520005423536,1.006180051009904,0.00038299099647842554,1.0047728599580321,0.00016846249845099952,1.0095782938601048,0.0005053875015490005,1.003820588348568
58,0.8832047412990922,0.0001370374846086856,0.0001436092566519796,0.002534639976694169,0.9956965689972983,0.001769520005423536,1.006180051009904,0.00038299099647842554,1.0047728599580321,0.00016846249845099952,1.0095782938601048,0.0005053875015490005,1.003820588348568
59,0.8832048216286691,0.000137037620842569,0.0001436093663293415,0.002534639976694169,0.9956965589972983,0.001769530005423536,1.006180051009904,0.00038299099647842554,1.0047728599580321,0.00016846249845099952,1.0095782938601048,0.0005053875015490005,1.003820588348568
60,0.8832047409964862,0.00013703748494006348,0.0001436092569864762,0.002534639976694169,0.9956965589972983,0.001769520005423536,1.0061800610099039,0.00038299099647842554,1.0047728599580321,0.00016846249845099952,1.0095782938601048,0.0005053875015490005,1.003820588348568
61,0.8832047408872038,0.00013703759710013437,0.00014360935370760108,0.002534639976694169,0.9956965589972983,0.001769520005423536,1.006180051009904,0.00038300099647842553,1.0047728599580321,0.00016846249845099952,1.0095782938601048,0.0005053875015490005,1.003820588348568
62,0.8832047416945615,0.00013703748469123047,0.00014360925672269014,0.002534639976694169,0.9956965589972983,0.001769520005423536,1.006180051009904,0.00038299099647842554,1.004772869958032,0.00016846249845099952,1.0095782938601048,0.0005053875015490005,1.003820588348568
63,0.8832047257101208,0.0001370376174742021,0.00014360937375096976,0.002534639976694169,0.9956965589972983,0.001769520005423536,1.006180051009904,0.00038299099647842554,1.0047728599580321,0.00016847249845099952,1.0095782938601048,0.0005053875015490005,1.003820588348568
64,0.8832047412587367,0.00013703748482429156,0.00014360925687549361,0.002534639976694169,0.9956965589972983,0.001769520005423536,1.006180051009904,0.00038299099647842554,1.0047728599580321,0.00016846249845099952,1.0095783038601047,0.0005053875015490005,1.003820588348568
65,0.8832047158604573,0.00013703761523439645,0.00014360936760514112,0.002534639976694169,0.9956965589972983,0.001769520005423536,1.006180051009904,0.00038299099647842554,1.0047728599580321,0.00016846249845099952,1.0095782938601048,0.0005053975015490006,1.003820588348568
66,0.8832047413396384,0.00013703748497732318,0.00014360925701333753,0.002534639976694169,0.9956965589972983,0.001769520005423536,1.006180051009904,0.00038299099647842554,1.0047728599580321,0.00016846249845099952,1.0095782938601048,0.0005053875015490005,1.003820598348568
67,0.8914666278355926,0.00012132657905672469,0.00013044141197211733,0.0012673199883470846,0.9935448385355172,0.002064440002711768,1.0092700764580307,0.00019149549823921277,1.0071592898931623,8.423124922549976e-05,1.0143674407020855,0.0005896187507745003,1.0057308824877218
68,0.8914665809190457,0.00012132669096961988,0.0001304415064029024,0.0012673299883470845,0.9935448385355172,0.002064440002711768,1.0092700764580307,0.00019149549823921277,1.0071592898931623,8.423124922549976e-05,1.0143674407020855,0.0005896187507745003,1.0057308824877218
69,0.8914666277418558,0.00012132657964901685,0.00013044141253567133,0.0012673199883470846,0.9935448485355173,0.002064440002711768,1.0092700764580307,0.00019149549823921277,1.0071592898931623,8.423124922549976e-05,1.0143674407020855,0.0005896187507745003,1.0057308824877218
70,0.8914666895707226,0.00012132669668738513,0.00013044151136716,0.0012673199883470846,0.9935448385355172,0.002064450002711768,1.0092700764580307,0.00019149549823921277,1.0071592898931623,8.423124922549976e-05,1.0143674407020855,0.0005896187507745003,1.0057308824877218
71,0.8914666281078145,0.00012132657923447234,0.0001304414121172063,0.0012673199883470846,0.9935448385355172,0.002064440002711768,1.0092700864580306,0.00019149549823921277,1.0071592898931623,8.423124922549976e-05,1.0143674407020855,0.0005896187507745003,1.0057308824877218
72,0.8914666521737981,0.00012132668535642096,0.0001304415071924212,0.0012673199883470846,0.9935448385355172,0.002064440002711768,1.0092700764580307,0.00019150549823921276,1.0071592898931623,8.423124922549976e-05,1.0143674407020855,0.0005896187507745003,1.0057308824877218
73,0.891466627973819,0.00012132657945545001,0.00013044141234953662,0.0012673199883470846,0.9935448385355172,0.002064440002711768,1.0092700764580307,0.00019149549823921277,1.0071592998931622,8.423124922549976e-05,1.0143674407020855,0.0005896187507745003,1.0057308824877218
74,0.8914666292536246,0.00012132669094220858,0.00013044151653316945,0.0012673199883470846,0.9935448385355172,0.002064440002711768,1.0092700764580307,0.00019149549823921277,1.0071592898931623,8.424124922549976e-05,1.0143674407020855,0.0005896187507745003,1.0057308824877218
75,0.891466628368943,0.00012132657907612257,0.00013044141195879997,0.0012673199883470846,0.9935448385355172,0.002064440002711768,1.0092700764580307,0.00019149549823921277,1.0071592898931623,8.423124922549976e-05,1.0143674507020854,0.0005896187507745003,1.0057308824877218
76,0.8914665500578558,0.00012132667931094316,0.00013044150223824914,0.0012673199883470846,0.9935448385355172,0.002064440002711768,1.0092700764580307,0.00019149549823921277,1.0071592898931623,8.423124922549976e-05,1.0143674407020855,0.0005896287507745003,1.0057308824877218
77,0.8914666279092852,0.0001213265790442463,0.00013044141196528905,0.0012673199883470846,0.9935448385355172,0.002064440002711768,1.0092700764580307,0.00019149549823921277,1.0071592898931623,8.423124922549976e-05,1.0143674407020855,0.0005896187507745003,1.0057308924877217
78,0.8912571817222177,0.0001139182690484509,0.00012424983669448667,0.00043088879603800866,0.9921247030307417,0.002259087200922001,1.0113094932537943,6.510846940133234e-05,1.008734333650348,2.8638624736669917e-05,1.0175282776177927,0.0006452113752633301,1.0069916766195635
79,0.8912572704247381,0.00011391834757753933,0.00012424990338016752,0.00043089879603800866,0.9921247030307417,0.002259087200922001,1.0113094932537943,6.510846940133234e-05,1.008734333650348,2.8638624736669917e-05,1.0175282776177927,0.0006452113752633301,1.0069916766195635
80,0.8912571811909354,0.00011391826878888937,0.0001242498364550949,0.00043088879603800866,0.9921247130307418,0.002259087200922001,1.0113094932537943,6.510846940133234e-05,1.008734333650348,2.8638624736669917e-05,1.0175282776177927,0.0006452113752633301,1.0069916766195635
81,0.8912572165702163,0.0001139183741974383,0.00012424992340413814,0.00043088879603800866,0.9921247030307417,0.002259097200922001,1.0113094932537943,6.510846940133234e-05,1.008734333650348,2.8638624736669917e-05,1.0175282776177927,0.0006452113752633301,1.0069916766195635
82,0.8912571811297424,0.00011391826912038951,0.00012424983679122905,0.00043088879603800866,0.9921247030307417,0.002259087200922001,1.0113095032537942,6.510846940133234e-05,1.008734333650348,2.8638624736669917e-05,1.0175282776177927,0.0006452113752633301,1.0069916766195635
83,0.8912573156504681,0.00011391837246687951,0.00012424992761600565,0.00043088879603800866,0.9921247030307417,0.002259087200922001,1.0113094932537943,6.511846940133233e-05,1.008734333650348,2.8638624736669917e-05,1.0175282776177927,0.0006452113752633301,1.0069916766195635
84,0.8912571813768194,0.00011391826915450155,0.00012424983680392988,0.00043088879603800866,0.9921247030307417,0.002259087200922001,1.0113094932537943,6.510846940133234e-05,1.008734343650348,2.8638624736669917e-05,1.0175282776177927,0.0006452113752633301,1.0069916766195635
85,0.8912572547047573,0.00011391837718200907,0.0001242499359554067,0.00043088879603800866,0.9921247030307417,0.002259087200922001,1.0113094932537943,6.510846940133234e-05,1.008734333650348,2.864862473666992e-05,1.0175282776177927,0.0006452113752633301,1.0069916766195635
86,0.8912571814808032,0.00011391826905417438,0.00012424983669825053,0.00043088879603800866,0.9921247030307417,0.002259087200922001,1.0113094932537943,6.510846940133234e-05,1.008734333650348,2.8638624736669917e-05,1.0175282876177927,0.0006452113752633301,1.0069916766195635
87,0.8912570457849375,0.00011391834988437407,0.00012424991040553438,0.00043088879603800866,0.9921247030307417,0.002259087200922001,1.0113094932537943,6.510846940133234e-05,1.008734333650348,2.8638624736669917e-05,1.0175282776177927,0.0006452213752633301,1.0069916766195635
88,0.8912571814791759,0.00011391826900889462,0.0001242498366691123,0.00043088879603800866,0.9921247030307417,0.002259087200922001,1.0113094932537943,6.510846940133234e-05,1.008734333650348,2.8638624736669917e-05,1.0175282776177927,0.0006452113752633301,1.0069916866195634
89,0.8929468882627931,0.00011712645679935327,0.00012696404532359405,0.0008315692281100004,0.9928049986879175,0.002165844237008647,1.0103325397274132,0.00012565237281944464,1.00797983140442,5.526947854152106e-05,1.016014123778553,0.000618580521458479,1.006387711174294
90,0.8929468748287968,0.00011712655365759204,0.00012696412552336096,0.0008315792281100004,0.9928049986879175,0.002165844237008647,1.0103325397274132,0.00012565237281944464,1.00797983140442,5.526947854152106e-05,1.016014123778553,0.000618580521458479,1.006387711174294
91,0.8929468887054023,0.00011712645693761198,0.0001269640454682143,0.0008315692281100004,0.9928050086879175,0.002165844237008647,1.0103325397274132,0.00012565237281944464,1.00797983140442,5.526947854152106e-05,1.016014123778553,0.000618580521458479,1.006387711174294
92,0.8929469358067434,0.00011712656913493367,0.00012696413878129502,0.0008315692281100004,0.9928049986879175,0.002165854237008647,1.0103325397274132,0.00012565237281944464,1.00797983140442,5.526947854152106e-05,1.016014123778553,0.000618580521458479,1.006387711174294
93,0.8929468880054806,0.00011712645691921457,0.00012696404547744836,0.0008315692281100004,0.9928049986879175,0.002165844237008647,1.0103325497274132,0.00012565237281944464,1.00797983140442,5.526947854152106e-05,1.016014123778553,0.000618580521458479,1.006387711174294
94,0.8929469439038121,0.0001171265632166438,0.00012696413866457993,0.0008315692281100004,0.9928049986879175,0.002165844237008647,1.0103325397274132,0.00012566237281944463,1.00797983140442,5.526947854152106e-05,1.016014123778553,0.000618580521458479,1.006387711174294
95,0.8929468883357778,0.00011712645666591253,0.00012696404520859335,0.0008315692281100004,0.9928049986879175,0.002165844237008647,1.0103325397274132,0.00012565237281944464,1.0079798414044199,5.526947854152106e-05,1.016014123778553,0.000618580521458479,1.006387711174294
96,0.8929469134729174,0.00011712656688926105,0.00012696414632901623,0.0008315692281100004,0.9928049986879175,0.002165844237008647,1.0103325397274132,0.00012565237281944464,1.00797983140442,5.527947854152106e-05,1.016014123778553,0.000618580521458479,1.006387711174294
97,0.8929468881469576,0.00011712645676900892,0.00012696404530152027,0.0008315692281100004,0.9928049986879175,0.002165844237008647,1.0103325397274132,0.00012565237281944464,1.00797983140442,5.526947854152106e-05,1.0160141337785529,0.000618580521458479,1.006387711174294
98,0.892946781803229,0.00011712654632795482,0.00012696412727647622,0.0008315692281100004,0.9928049986879175,0.002165844237008647,1.0103325397274132,0.00012565237281944464,1.00797983140442,5.526947854152106e-05,1.016014123778553,0.0006185905214584791,1.006387711174294
99,0.8929468882891817,0.00011712645674644029,0.0001269640452965272,0.0008315692281100004,0.9928049986879175,0.002165844237008647,1.0103325397274132,0.00012565237281944464,1.00797983140442,5.526947854152106e-05,1.016014123778553,0.000618580521458479,1.006387721174294
101,,,,1e-08,0.990736333935403,0.00235936,1.01330530341693,0.00022422698753225847,1.0102771451760963,9.156981592285271e-05,1.0206230348957284,0.00017276431057420554,1.0082264990396281
111,0.8929468882627931,0.00011712645679935327,0.00012696404532359405,0.0008315692281100004,0.9928049986879175,0.002165844237008647,1.0103325397274132,0.00012565237281944464,1.00797983140442,5.526947854152106e-05,1.016014123778553,0.000618580521458479,1.006387711174294
112,0.8929468748287968,0.00011712655365759204,0.00012696412552336096,0.0008315792281100004,0.9928049986879175,0.002165844237008647,1.0103325397274132,0.00012565237281944464,1.00797983140442,5.526947854152106e-05,1.016014123778553,0.000618580521458479,1.006387711174294
113,0.8929468887054023,0.00011712645693761198,0.0001269640454682143,0.0008315692281100004,0.9928050086879175,0.002165844237008647,1.0103325397274132,0.00012565237281944464,1.00797983140442,5.526947854152106e-05,1.016014123778553,0.000618580521458479,1.006387711174294
114,0.8929469358067434,0.00011712656913493367,0.00012696413878129502,0.0008315692281100004,0.9928049986879175,0.002165854237008647,1.0103325397274132,0.00012565237281944464,1.00797983140442,5.526947854152106e-05,1.016014123778553,0.000618580521458479,1.006387711174294
115,0.8929468880054806,0.00011712645691921457,0.00012696404547744836,0.0008315692281100004,0.9928049986879175,0.002165844237008647,1.0103325497274132,0.00012565237281944464,1.00797983140442,5.526947854152106e-05,1.016014123778553,0.000618580521458479,1.006387711174294
116,0.8929469439038121,0.0001171265632166438,0.00012696413866457993,0.0008315692281100004,0.9928049986879175,0.002165844237008647,1.0103325397274132,0.00012566237281944463,1.00797983140442,5.526947854152106e-05,1.016014123778553,0.000618580521458479,1.006387711174294
117,0.8929468883357778,0.00011712645666591253,0.00012696404520859335,0.0008315692281100004,0.9928049986879175,0.002165844237008647,1.0103325397274132,0.00012565237281944464,1.0079798414044199,5.526947854152106e-05,1.016014123778553,0.000618580521458479,1.006387711174294
118,0.8929469134729174,0.00011712656688926105,0.00012696414632901623,0.0008315692281100004,0.9928049986879175,0.002165844237008647,1.0103325397274132,0.00012565237281944464,1.00797983140442,5.527947854152106e-05,1.016014123778553,0.000618580521458479,1.006387711174294
119,0.8929468881469576,0.00011712645676900892,0.00012696404530152027,0.0008315692281100004,0.9928049986879175,0.002165844237008647,1.0103325397274132,0.00012565237281944464,1.00797983140442,5.526947854152106e-05,1.0160141337785529,0.000618580521458479,1.006387711174294
120,0.892946781803229,0.00011712654632795482,0.00012696412727647622,0.0008315692281100004,0.9928049986879175,0.002165844237008647,1.0103325397274132,0.00012565237281944464,1.00797983140442,5.526947854152106e-05,1.016014123778553,0.0006185905214584791,1.006387711174294
121,0.8929468882891817,0.00011712645674644029,0.0001269640452965272,0.0008315692281100004,0.9928049986879175,0.002165844237008647,1.0103325397274132,0.00012565237281944464,1.00797983140442,5.526947854152106e-05,1.016014123778553,0.000618580521458479,1.006387721174294
